date,day_name,month,season_factor,weekend,occupancy_level,outdoor_temp_c,rainfall_mm,saving_mode,total_usage_kwh,peak_usage_kwh,peak_hour_label,peak_window,average_hourly_kwh,daily_cost_rs,monthly_predicted_bill_rs,future_bill_prediction_rs,tomorrow_usage_prediction_kwh,previous_day_usage_kwh,weekly_average_kwh,usage_change_kwh,usage_change_direction,usage_change_reason,energy_score,eco_score,carbon_impact_kg,carbon_saved_kg,pet_status,pet_meter_pct,pet_message,pet_alert,streak_days,reward_badge,alert_count,recommendation_count,alerts_pipe,recommendations_pipe,personalized_tip_1,personalized_tip_2,personalized_tip_3,hour_00_kwh,hour_01_kwh,hour_02_kwh,hour_03_kwh,hour_04_kwh,hour_05_kwh,hour_06_kwh,hour_07_kwh,hour_08_kwh,hour_09_kwh,hour_10_kwh,hour_11_kwh,hour_12_kwh,hour_13_kwh,hour_14_kwh,hour_15_kwh,hour_16_kwh,hour_17_kwh,hour_18_kwh,hour_19_kwh,hour_20_kwh,hour_21_kwh,hour_22_kwh,hour_23_kwh,ac_power_w,ac_hours,ac_age_years,ac_condition,ac_maintenance,ac_energy_kwh,ac_cost_rs,ac_share_pct,ac_faulty,ac_limit_kwh,fan_power_w,fan_hours,fan_age_years,fan_condition,fan_maintenance,fan_energy_kwh,fan_cost_rs,fan_share_pct,fan_faulty,fan_limit_kwh,iron_power_w,iron_hours,iron_age_years,iron_condition,iron_maintenance,iron_energy_kwh,iron_cost_rs,iron_share_pct,iron_faulty,iron_limit_kwh,tv_power_w,tv_hours,tv_age_years,tv_condition,tv_maintenance,tv_energy_kwh,tv_cost_rs,tv_share_pct,tv_faulty,tv_limit_kwh
2026-04-09,Thursday,April,1.153,0,medium,28.4,0.4,0,24.89,1.85,7 PM,6 PM-8 PM,1.04,149.34,4480.2,4731.27,24.7,24.27,23.67,0.62,increased,AC health issue increased consumption,46,41,20.41,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.31,0.24,0.27,0.21,0.35,0.46,0.86,1.23,1.18,0.84,0.74,0.83,0.91,0.83,0.79,0.79,0.95,1.23,1.68,1.85,1.67,1.2,0.92,0.56,1599,9.3,4,good,no,14.87,89.22,82.0,1,9.0,81,13.3,3,good,yes,1.08,6.48,6.0,0,1.6,1295,1.6,5,good,no,2.07,12.42,11.4,1,2.2,21,5.6,4,good,yes,0.12,0.72,0.7,0,1.1
2026-04-10,Friday,April,1.155,0,medium,27.5,2.1,1,19.69,1.64,7 PM,6 PM-8 PM,0.82,118.14,3544.2,3733.0,21.25,24.89,23.08,-5.2,decreased,AC health issue increased consumption,65,66,16.15,4.26,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.17,0.32,0.74,1.11,1.05,0.69,0.61,0.63,0.72,0.7,0.66,0.63,0.75,1.1,1.5,1.64,1.43,0.96,0.7,0.35,1460,7.1,4,good,yes,10.37,62.22,85.5,1,9.0,97,12.1,3,good,yes,1.17,7.02,9.6,0,1.6,1270,0.3,5,good,no,0.38,2.28,3.1,1,2.2,43,4.9,4,good,yes,0.21,1.26,1.7,0,1.1
2026-04-11,Saturday,April,1.156,1,medium,28.6,0.2,0,24.28,1.83,7 PM,6 PM-8 PM,1.01,145.68,4370.4,4260.62,22.9,19.69,23.17,4.59,increased,AC health issue increased consumption,49,40,19.91,0,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,3,2,overall_limit_exceeded|sudden_spike|ac_fault,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.38,0.29,0.23,0.23,0.26,0.42,0.85,1.32,1.19,0.86,0.8,0.84,0.92,0.87,0.84,0.83,1.0,1.28,1.71,1.83,1.63,1.19,0.83,0.52,1437,7.9,4,good,yes,11.35,68.1,79.0,1,9.0,51,12.9,3,good,yes,0.66,3.96,4.6,0,1.6,1200,1.4,5,good,yes,1.68,10.08,11.7,0,2.2,157,4.3,4,good,yes,0.68,4.08,4.7,0,1.1
2026-04-12,Sunday,April,1.158,1,low,32.2,5.6,0,24.17,1.75,7 PM,6 PM-8 PM,1.01,145.02,4350.6,4577.99,24.2,24.28,23.22,-0.11,decreased,AC health issue increased consumption,49,45,19.82,0.09,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,4,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.3,0.21,0.2,0.18,0.29,0.41,0.88,1.29,1.09,0.81,0.69,0.74,0.86,0.78,0.8,0.83,0.93,1.25,1.58,1.75,1.66,1.15,0.8,0.58,1430,9.1,4,good,yes,13.01,78.06,69.6,1,9.0,75,12.5,3,good,yes,0.94,5.64,5.0,0,1.6,1267,2.6,5,good,yes,3.29,19.74,17.6,1,2.2,215,6.7,4,good,yes,1.44,8.64,7.7,1,1.1
2026-04-13,Monday,April,1.159,0,high,30.7,5.9,0,23.07,1.8,7 PM,6 PM-8 PM,0.96,138.42,4152.6,4521.79,23.4,24.17,23.01,-1.1,decreased,AC health issue increased consumption,53,50,18.92,0.9,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,3,2,sudden_spike|ac_fault|phantom_load_tv,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.28,0.29,0.26,0.21,0.24,0.45,0.83,1.18,1.15,0.77,0.68,0.75,0.93,0.78,0.73,0.77,1.0,1.2,1.59,1.8,1.6,1.18,0.85,0.53,1535,7.4,4,good,no,11.36,68.16,82.6,1,9.0,53,13.3,3,good,yes,0.7,4.2,5.1,0,1.6,1180,1.2,5,good,yes,1.42,8.52,10.3,0,2.2,70,3.9,4,standby,yes,0.27,1.62,2.0,0,1.1
2026-04-14,Tuesday,April,1.161,0,high,28.3,3.7,0,23.88,1.76,7 PM,6 PM-8 PM,0.99,143.28,4298.4,4226.08,23.64,23.07,23.46,0.81,increased,AC health issue increased consumption,50,45,19.58,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.3,0.28,0.26,0.19,0.29,0.45,0.84,1.26,1.08,0.82,0.72,0.79,0.88,0.8,0.74,0.8,1.0,1.19,1.58,1.76,1.65,1.21,0.83,0.55,1586,8.3,4,good,yes,13.16,78.96,80.3,1,9.0,67,12.1,3,good,yes,0.81,4.86,4.9,0,1.6,1244,1.8,5,good,yes,2.24,13.44,13.7,1,2.2,40,4.5,4,good,yes,0.18,1.08,1.1,0,1.1
2026-04-15,Wednesday,April,1.162,0,high,29.6,4.3,0,23.46,1.78,7 PM,6 PM-8 PM,0.98,140.76,4222.8,4221.04,23.59,23.88,23.35,-0.42,decreased,AC health issue increased consumption,52,48,19.24,0.34,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.3,0.18,0.2,0.26,0.46,0.88,1.25,1.12,0.83,0.76,0.82,0.92,0.82,0.75,0.76,0.99,1.18,1.6,1.78,1.64,1.19,0.83,0.53,1444,7.1,4,good,yes,10.25,61.5,71.9,1,9.0,135,11.3,3,good,yes,1.53,9.18,10.7,0,1.6,1254,1.8,5,slow,no,2.26,13.56,15.9,1,2.2,41,5.2,4,good,yes,0.21,1.26,1.5,0,1.1
2026-04-16,Thursday,April,1.163,0,low,29.2,5.7,0,23.92,1.82,7 PM,6 PM-8 PM,1.0,143.52,4305.6,4653.82,23.78,23.46,23.21,0.46,increased,AC health issue increased consumption,50,46,19.61,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.3,0.21,0.17,0.2,0.33,0.49,0.85,1.28,1.19,0.79,0.68,0.83,0.89,0.83,0.76,0.83,0.99,1.22,1.65,1.82,1.66,1.15,0.83,0.49,1498,7.8,4,good,yes,11.68,70.08,73.9,1,9.0,72,11.2,3,good,yes,0.81,4.86,5.1,0,1.6,1314,2.0,5,good,yes,2.63,15.78,16.6,1,2.2,140,4.9,4,good,yes,0.69,4.14,4.4,0,1.1
2026-04-17,Friday,April,1.165,0,low,33.3,1.3,0,23.79,1.81,7 PM,6 PM-8 PM,0.99,142.74,4282.2,4345.17,23.83,23.92,23.8,-0.13,decreased,AC health issue increased consumption,50,46,19.51,0.11,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,7,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.33,0.24,0.3,0.24,0.28,0.5,0.9,1.31,1.13,0.76,0.77,0.81,0.96,0.86,0.82,0.8,1.0,1.26,1.64,1.81,1.59,1.14,0.85,0.57,1535,7.6,4,good,yes,11.67,70.02,88.1,1,9.0,43,12.0,3,good,no,0.52,3.12,3.9,1,1.6,1125,0.3,5,overheat,no,0.34,2.04,2.6,1,2.2,206,3.5,4,standby,no,0.72,4.32,5.4,1,1.1
2026-04-18,Saturday,April,1.166,1,medium,29.5,5.8,0,24.24,1.76,7 PM,6 PM-8 PM,1.01,145.44,4363.2,4225.03,24.1,23.79,23.79,0.45,increased,AC health issue increased consumption,49,45,19.88,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.28,0.21,0.26,0.34,0.39,0.89,1.19,1.13,0.75,0.77,0.81,0.93,0.78,0.79,0.77,0.98,1.22,1.67,1.76,1.61,1.19,0.87,0.6,1541,7.9,4,good,yes,12.17,73.02,71.3,1,9.0,77,11.6,3,good,yes,0.89,5.34,5.2,0,1.6,1310,2.7,5,good,yes,3.54,21.24,20.7,1,2.2,84,5.6,4,good,yes,0.47,2.82,2.8,0,1.1
2026-04-19,Sunday,April,1.167,1,low,28.9,0,0,25.19,1.87,7 PM,6 PM-8 PM,1.05,151.14,4534.2,4763.96,24.9,24.24,23.94,0.95,increased,AC health issue increased consumption,45,40,20.66,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,4,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.25,0.21,0.28,0.26,0.42,0.92,1.27,1.18,0.8,0.71,0.76,0.87,0.87,0.85,0.89,1.0,1.21,1.69,1.87,1.68,1.15,0.87,0.63,1585,8.9,4,good,yes,14.11,84.66,72.9,1,9.0,107,13.1,3,noise,no,1.4,8.4,7.2,1,1.6,1184,2.6,5,good,yes,3.08,18.48,15.9,1,2.2,132,5.8,4,good,yes,0.77,4.62,4.0,0,1.1
2026-04-20,Monday,April,1.168,0,medium,31.4,0,0,23.91,1.85,7 PM,6 PM-8 PM,1.0,143.46,4303.8,4524.85,24.29,25.19,24.06,-1.28,decreased,AC health issue increased consumption,50,47,19.61,1.05,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,sudden_spike|pet_suffering|ac_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.3,0.32,0.31,0.25,0.26,0.44,0.86,1.25,1.15,0.76,0.78,0.79,0.89,0.79,0.84,0.86,0.95,1.29,1.69,1.85,1.64,1.19,0.9,0.58,1576,7.6,4,good,yes,11.98,71.88,88.9,1,9.0,77,11.5,3,good,yes,0.89,5.34,6.6,0,1.6,1137,0.2,5,good,yes,0.23,1.38,1.7,0,2.2,65,5.8,4,standby,no,0.38,2.28,2.8,1,1.1
2026-04-21,Tuesday,April,1.169,0,medium,31.3,4.0,0,23.9,1.86,7 PM,6 PM-8 PM,1.0,143.4,4302.0,4613.5,23.9,23.91,24.06,-0.01,decreased,AC health issue increased consumption,50,46,19.6,0.01,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,2,2,sudden_spike|ac_fault,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.24,0.22,0.25,0.16,0.34,0.47,0.91,1.29,1.14,0.81,0.71,0.81,0.94,0.86,0.8,0.75,0.97,1.24,1.67,1.86,1.57,1.13,0.87,0.5,1479,8.3,4,good,no,12.28,73.68,79.6,1,9.0,58,12.7,3,good,yes,0.74,4.44,4.8,0,1.6,1262,1.7,5,good,yes,2.15,12.9,13.9,0,2.2,47,5.5,4,good,yes,0.26,1.56,1.7,0,1.1
2026-04-22,Wednesday,April,1.17,0,low,30.5,0,1,21.3,1.68,7 PM,6 PM-8 PM,0.89,127.8,3834.0,4030.71,22.08,23.9,23.75,-2.6,decreased,AC health issue increased consumption,59,58,17.47,2.13,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.17,0.14,0.14,0.14,0.17,0.37,0.78,1.12,1.07,0.7,0.59,0.66,0.8,0.67,0.6,0.68,0.81,1.11,1.55,1.68,1.49,1.09,0.68,0.36,1492,8.5,4,good,yes,12.68,76.08,74.9,1,9.0,72,11.2,3,good,yes,0.81,4.86,4.8,0,1.6,1174,2.0,5,good,no,2.35,14.1,13.9,1,2.2,196,5.6,4,good,yes,1.1,6.6,6.5,0,1.1
2026-04-23,Thursday,April,1.171,0,medium,30.8,1.6,1,21.6,1.64,7 PM,6 PM-8 PM,0.9,129.6,3888.0,4045.01,21.51,21.3,23.42,0.3,increased,AC health issue increased consumption,58,54,17.71,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,5,sudden_spike|pet_suffering|ac_fault|fan_fault|tv_fault|phantom_load_tv,replace_ac_efficient_model|replace_fan_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,TV standby may be wasting power,0.15,0.14,0.14,0.14,0.14,0.31,0.78,1.15,1.04,0.69,0.56,0.69,0.79,0.7,0.69,0.68,0.8,1.13,1.53,1.64,1.44,1.07,0.72,0.45,1526,9.3,4,good,no,14.19,85.14,77.5,1,9.0,186,12.9,3,good,yes,2.4,14.4,13.1,1,1.6,1122,1.4,5,good,yes,1.57,9.42,8.6,0,2.2,33,4.3,4,standby,no,0.14,0.84,0.8,1,1.1
2026-04-24,Friday,April,1.172,0,high,28.9,2.0,1,20.56,1.68,7 PM,6 PM-8 PM,0.86,123.36,3700.8,4008.52,20.87,21.6,22.96,-1.04,decreased,AC health issue increased consumption,62,59,16.86,0.85,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,2,3,sudden_spike|ac_fault,replace_ac_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.23,0.18,0.14,0.14,0.14,0.31,0.77,1.08,0.99,0.66,0.63,0.65,0.74,0.68,0.63,0.7,0.86,1.1,1.48,1.68,1.5,1.04,0.8,0.42,1482,7.1,4,good,yes,10.52,63.12,76.9,1,9.0,77,13.0,3,good,yes,1.0,6.0,7.3,0,1.6,1148,1.5,5,good,yes,1.72,10.32,12.6,0,2.2,109,4.0,4,good,yes,0.44,2.64,3.2,0,1.1
2026-04-25,Saturday,April,1.173,1,high,33.7,3.3,0,24.56,1.83,7 PM,6 PM-8 PM,1.02,147.36,4420.8,4281.52,23.36,20.56,23.0,4.0,increased,AC health issue increased consumption,48,40,20.14,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.26,0.2,0.27,0.18,0.27,0.48,0.9,1.2,1.09,0.84,0.78,0.82,0.94,0.77,0.79,0.76,0.95,1.18,1.62,1.83,1.59,1.17,0.84,0.54,1606,9.5,4,good,yes,15.26,91.56,78.3,1,9.0,166,11.3,3,good,yes,1.88,11.28,9.6,1,1.6,1289,1.7,5,good,yes,2.19,13.14,11.2,0,2.2,35,5.0,4,good,yes,0.17,1.02,0.9,0,1.1
2026-04-26,Sunday,April,1.174,1,medium,32.4,4.1,1,20.21,1.61,7 PM,6 PM-8 PM,0.84,121.26,3637.8,3691.22,21.52,24.56,22.29,-4.35,decreased,AC health issue increased consumption,63,63,16.57,3.57,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.16,0.14,0.14,0.14,0.14,0.27,0.75,1.08,1.04,0.63,0.6,0.67,0.74,0.68,0.56,0.61,0.85,1.09,1.52,1.61,1.52,0.98,0.71,0.41,1424,7.8,4,good,yes,11.11,66.66,77.2,1,9.0,155,12.0,3,good,yes,1.86,11.16,12.9,1,1.6,1248,1.0,5,overheat,no,1.25,7.5,8.7,1,2.2,27,6.8,4,good,yes,0.18,1.08,1.2,0,1.1
2026-04-27,Monday,April,1.175,0,high,33.0,1.5,0,24.54,1.92,7 PM,6 PM-8 PM,1.02,147.24,4417.2,4821.25,23.24,20.21,22.38,4.33,increased,AC health issue increased consumption,48,40,20.12,0,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,3,2,overall_limit_exceeded|sudden_spike|ac_fault,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.34,0.3,0.23,0.22,0.28,0.54,0.94,1.26,1.18,0.79,0.72,0.82,0.96,0.9,0.78,0.86,0.99,1.22,1.74,1.92,1.62,1.25,0.95,0.55,1562,8.3,4,good,yes,12.96,77.76,89.6,1,9.0,42,12.0,3,good,yes,0.5,3.0,3.5,0,1.6,1306,0.2,5,good,yes,0.26,1.56,1.8,0,2.2,125,6.0,4,good,yes,0.75,4.5,5.2,0,1.1
2026-04-28,Tuesday,April,1.175,0,low,32.3,3.1,0,24.16,1.79,7 PM,6 PM-8 PM,1.01,144.96,4348.8,4493.21,24.27,24.54,22.42,-0.38,decreased,AC health issue increased consumption,49,45,19.81,0.31,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.33,0.2,0.19,0.25,0.3,0.42,0.87,1.22,1.11,0.82,0.72,0.8,0.9,0.83,0.78,0.83,0.94,1.28,1.65,1.79,1.59,1.11,0.91,0.49,1489,9.4,4,good,yes,14.0,84.0,80.5,1,9.0,166,13.8,3,good,yes,2.29,13.74,13.2,1,1.6,1136,0.3,5,good,yes,0.34,2.04,2.0,0,2.2,132,5.8,4,good,yes,0.77,4.62,4.4,0,1.1
2026-04-29,Wednesday,April,1.176,0,medium,27.5,2.4,0,24.77,1.82,7 PM,6 PM-8 PM,1.03,148.62,4458.6,4670.05,24.59,24.16,22.91,0.61,increased,AC health issue increased consumption,47,42,20.31,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,4,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.36,0.27,0.31,0.26,0.32,0.5,0.92,1.23,1.13,0.82,0.81,0.86,0.9,0.86,0.86,0.78,0.97,1.3,1.74,1.82,1.65,1.25,0.94,0.55,1462,8.0,4,good,yes,11.7,70.2,76.7,1,9.0,8,13.0,3,good,yes,0.1,0.6,0.7,0,1.6,1238,2.0,5,good,yes,2.48,14.88,16.3,1,2.2,204,4.8,4,good,no,0.98,5.88,6.4,1,1.1
2026-04-30,Thursday,April,1.177,0,low,30.3,4.5,0,24.29,1.82,7 PM,6 PM-8 PM,1.01,145.74,4372.2,4545.43,24.43,24.77,23.3,-0.48,decreased,AC health issue increased consumption,49,45,19.92,0.39,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault|phantom_load_tv,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.26,0.26,0.25,0.18,0.28,0.42,0.89,1.3,1.18,0.82,0.69,0.74,0.89,0.81,0.77,0.79,0.99,1.24,1.71,1.82,1.62,1.2,0.93,0.55,1588,9.2,4,noise,no,14.61,87.66,86.9,1,9.0,102,12.0,3,good,yes,1.22,7.32,7.3,0,1.6,1234,0.6,5,good,no,0.74,4.44,4.4,1,2.2,71,3.5,4,standby,yes,0.25,1.5,1.5,0,1.1
2026-05-01,Friday,May,1.177,0,low,32.1,0,0,24.9,1.81,7 PM,6 PM-8 PM,1.04,149.4,4482.0,4609.16,24.72,24.29,23.92,0.61,increased,AC health issue increased consumption,46,41,20.42,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,7,4,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault|phantom_load_tv,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.34,0.28,0.25,0.2,0.33,0.45,0.9,1.3,1.19,0.86,0.71,0.77,0.95,0.8,0.84,0.86,1.03,1.25,1.74,1.81,1.65,1.16,0.93,0.59,1597,8.7,4,good,yes,13.89,83.34,82.4,1,9.0,138,11.7,3,good,yes,1.61,9.66,9.6,1,1.6,1268,0.7,5,good,no,0.89,5.34,5.3,1,2.2,102,4.5,4,standby,yes,0.46,2.76,2.7,0,1.1
2026-05-02,Saturday,May,1.178,1,low,31.6,2.4,1,21.7,1.72,7 PM,6 PM-8 PM,0.9,130.2,3906.0,3958.37,22.66,24.9,23.51,-3.2,decreased,AC health issue increased consumption,58,57,17.79,2.62,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.17,0.14,0.14,0.14,0.29,0.68,1.13,1.08,0.67,0.56,0.68,0.78,0.73,0.67,0.67,0.87,1.08,1.54,1.72,1.55,1.05,0.75,0.44,1547,8.2,4,good,no,12.69,76.14,69.2,1,9.0,176,12.0,3,slow,no,2.11,12.66,11.5,1,1.6,1280,2.4,5,good,yes,3.07,18.42,16.7,1,2.2,73,6.4,4,good,yes,0.47,2.82,2.6,0,1.1
